1,156.6499694
2,101.8259404
3,153.4814536
4,119.4315244
5,155.3723684
6,221.4709072
7,264.1414858
8,356.9875084
9,266.1418806
10,595.4584628
11,705.5851604
12,927.3086631
13,894.6987451
14,1141.396543
15,979.7319199
16,1394.398622
17,1736.384629
18,1669.987538
19,1781.24417
20,1598.746488
21,1702.2937
22,1597.216261
23,1832.013987
24,1907.976823
25,1733.359997
26,1751.314603
27,1573.383438
28,1789.261574
29,1649.423462
30,1384.151849
31,1519.174034
32,1499.617016
33,1323.918052
34,1224.828367
35,1134.091491
36,1213.587775
37,1270.007321
38,1124.397743
39,1317.122807
40,1069.858032
41,1134.362412
42,922.6087144
43,817.9906339
44,848.4189007
45,914.7179561
46,708.9266926
47,759.7762502
48,721.6407128
49,782.1406556
50,688.1419071
51,664.9205398
52,703.8719529
53,548.9236582
54,620.7118858
55,486.1191677
56,494.4784717
57,441.3303246
58,344.7461702
59,395.7154581
60,399.7917324
61,391.1636862
62,397.9841882
63,261.4236339
64,302.3810138
65,211.4740242
66,275.8935917
67,210.703617
68,240.2602262
69,189.8739674
70,272.4225708
71,191.8230614
72,131.9396545
73,186.2763174
74,223.2808325
75,177.3858323
76,134.4166627
77,140.0564858
78,94.86228708
79,110.8601323
80,120.5008107
81,102.2360607
82,122.4490135
83,156.1609029
84,71.059297
85,68.45760623
86,175.3256281
87,59.60405801
88,123.7578927
89,77.5147028
90,28.6081086
91,72.69815718
92,99.54412181
93,73.80255171
94,36.82787306
95,36.6895633
96,19.47964103
97,66.6925118
98,31.72878088
99,51.97365931
100,29.57770183
101,26.55688292
102,40.489926
103,70.63936334
104,37.45877986
105,45.58914906
106,36.35418061
107,21.68954289
108,50.0964165
109,51.15195268
110,52.75128111
111,45.44777875
112,30.21489172
113,54.69999505
114,20.56712758
115,15.76129455
116,56.09767735
117,4.24885077
118,24.25253433
119,24.63112001
120,43.4533104
121,35.7931561
122,9.101748656
123,20.33943188
124,18.70469191
125,19.19077023
126,22.35827822
127,36.70005337
128,5.226100995
129,2.721777361
130,16.07248789
131,13.11081117
132,1.61413006
133,17.70625254
134,3.317386233
135,25.13801869
136,15.83338253
137,19.54363232
138,2.860937695
139,11.66281391
140,7.785106269
141,7.710400376
142,22.9716008
143,25.93541143
144,1.865281965
145,2.887872298
146,17.96782973
147,17.63207252
148,7.084806994
149,8.194839583
150,7.642571344
151,1.444316904
152,1.573786862
153,7.307749641
154,15.58152339
155,4.949858601
156,30.85947981
157,6.595804601
158,15.08245948
159,12.93068012
160,14.39364617
161,3.191351325
162,16.78160606
163,3.866567973
164,6.638645351
165,1.81580746
166,10.10872411
167,25.50179616
168,19.44642458
169,27.35732636
170,10.7305632
171,14.33711667
172,10.42308473
173,34.15103629
174,3.296305554
175,4.00000695
176,24.4396276
177,5.217675868
178,4.480196833
179,10.44048369
180,28.81436169
181,18.33708895
182,22.02058845
183,4.125892142
184,19.80308985
185,15.00193976
186,5.634504436
187,12.61535771
188,9.363058227
189,4.675247129
190,16.6513724
191,3.345043711
192,22.50552675
